FacID,state_zip,lat,lon,deaths_coef_2,deaths_coef_2_all
56,New Jersey,31.4858,-87.9106,18.24129745,842.6857107
56,New Mexico,31.4858,-87.9106,0.230144826,842.6857107
56,Nevada,31.4858,-87.9106,0.001077217,842.6857107
56,New York,31.4858,-87.9106,32.85994591,842.6857107
56,Ohio,31.4858,-87.9106,31.52110842,842.6857107
56,Oklahoma,31.4858,-87.9106,8.026233275,842.6857107
56,Oregon,31.4858,-87.9106,2.27e-07,842.6857107
56,Pennsylvania,31.4858,-87.9106,36.4587782,842.6857107
56,Rhode Island,31.4858,-87.9106,1.925793948,842.6857107
56,South Carolina,31.4858,-87.9106,24.15693828,842.6857107
56,South Dakota,31.4858,-87.9106,0.293816937,842.6857107
56,Tennessee,31.4858,-87.9106,40.97998895,842.6857107
56,Texas,31.4858,-87.9106,48.41876116,842.6857107
56,Utah,31.4858,-87.9106,0.003562815,842.6857107
56,Virginia,31.4858,-87.9106,23.56197449,842.6857107
56,Vermont,31.4858,-87.9106,0.848894621,842.6857107
56,Washington,31.4858,-87.9106,0.001560105,842.6857107
56,Wisconsin,31.4858,-87.9106,7.005647802,842.6857107
56,West Virginia,31.4858,-87.9106,7.331180165,842.6857107
56,Wyoming,31.4858,-87.9106,0.005572364,842.6857107
59,Alabama,40.8538,-98.3481,1.635116562,142.8786663
59,Arkansas,40.8538,-98.3481,2.485320202,142.8786663
59,Arizona,40.8538,-98.3481,0.120815345,142.8786663
59,California,40.8538,-98.3481,0.06077299,142.8786663
59,Colorado,40.8538,-98.3481,0.692397126,142.8786663
59,Connecticut,40.8538,-98.3481,1.218640847,142.8786663
59,DC,40.8538,-98.3481,0.191374433,142.8786663
59,Delaware,40.8538,-98.3481,0.286456912,142.8786663
59,Florida,40.8538,-98.3481,2.215071541,142.8786663
59,Georgia,40.8538,-98.3481,1.931961982,142.8786663
59,Iowa,40.8538,-98.3481,5.761427086,142.8786663
59,Idaho,40.8538,-98.3481,0.010120184,142.8786663
59,Illinois,40.8538,-98.3481,11.55653347,142.8786663
